subsidie_id,relatie,value
19623,subsidiërende instantie,Podiumkunstendecreet_10
19624,persoon,Johan Deschuymer_1955330
19624,beginjaar,1999
19624,eindjaar,1999
19624,subsidietype,gewone werkbeurzen_10
19624,subsidiecomite,beeldende kunst_6
19624,subsidiërende instantie,Podiumkunstendecreet_10
19625,persoon,Stefaan Dheedene_1954956
19625,beginjaar,1999
19625,eindjaar,1999
19625,subsidietype,gewone werkbeurzen_10
19625,subsidiecomite,beeldende kunst_6
19625,subsidiërende instantie,Podiumkunstendecreet_10
19626,persoon,Lieve D'hondt_1955278
19626,beginjaar,1999
19626,eindjaar,1999
19626,subsidietype,gewone werkbeurzen_10
19626,subsidiecomite,beeldende kunst_6
19626,subsidiërende instantie,Podiumkunstendecreet_10
19627,persoon,Niels Donckers_1955408
19627,beginjaar,1999
19627,eindjaar,1999
19627,subsidietype,gewone werkbeurzen_10
19627,subsidiecomite,beeldende kunst_6
19627,subsidiërende instantie,Podiumkunstendecreet_10
19628,persoon,Fred Eerdekens_1955104
19628,beginjaar,1999
19628,eindjaar,1999
19628,subsidietype,gewone werkbeurzen_10
19628,subsidiecomite,beeldende kunst_6
19628,subsidiërende instantie,Podiumkunstendecreet_10
19629,persoon,Toni Geirlandt_1955943
19629,beginjaar,1999
19629,eindjaar,1999
19629,subsidietype,gewone werkbeurzen_10
19629,subsidiecomite,beeldende kunst_6
19629,subsidiërende instantie,Podiumkunstendecreet_10
19630,persoon,Geert Goiris_1954873
19630,beginjaar,1999
19630,eindjaar,1999
19630,subsidietype,gewone werkbeurzen_10
19630,subsidiecomite,beeldende kunst_6
19630,subsidiërende instantie,Podiumkunstendecreet_10
19631,persoon,Nina Haveman_1955944
19631,beginjaar,1999
19631,eindjaar,1999
19631,subsidietype,gewone werkbeurzen_10
19631,subsidiecomite,beeldende kunst_6
19631,subsidiërende instantie,Podiumkunstendecreet_10
19632,persoon,Dirk Hendrikx_1956076
19632,beginjaar,1999
19632,eindjaar,1999
19632,subsidietype,gewone werkbeurzen_10
19632,subsidiecomite,beeldende kunst_6
19632,subsidiërende instantie,Podiumkunstendecreet_10
19633,persoon,Alexandra Jacquet_1955945
19633,beginjaar,1999
19633,eindjaar,1999
19633,subsidietype,gewone werkbeurzen_10
19633,subsidiecomite,beeldende kunst_6
19633,subsidiërende instantie,Podiumkunstendecreet_10
19634,persoon,Sylvie Janssens De Bisthoven_1955360
19634,beginjaar,1999
19634,eindjaar,1999
19634,subsidietype,gewone werkbeurzen_10
19634,subsidiecomite,beeldende kunst_6
19634,subsidiërende instantie,Podiumkunstendecreet_10
19635,persoon,Ilse Joliet_1955389
19635,beginjaar,1999
19635,eindjaar,1999
19635,subsidietype,gewone werkbeurzen_10
19635,subsidiecomite,beeldende kunst_6
19635,subsidiërende instantie,Podiumkunstendecreet_10
19636,persoon,Jan Kempenaers_1954876
19636,beginjaar,1999
19636,eindjaar,1999
19636,subsidietype,gewone werkbeurzen_10
19636,subsidiecomite,beeldende kunst_6
19636,subsidiërende instantie,Podiumkunstendecreet_10
19637,persoon,Freya Maes_1954980
19637,beginjaar,1999
19637,eindjaar,1999
19637,subsidietype,gewone werkbeurzen_10
19637,subsidiecomite,beeldende kunst_6
19637,subsidiërende instantie,Podiumkunstendecreet_10
19638,persoon,Marc Maet_1955946
19638,beginjaar,1999
19638,eindjaar,1999
19638,subsidietype,gewone werkbeurzen_10
19638,subsidiecomite,beeldende kunst_6
19638,subsidiërende instantie,Podiumkunstendecreet_10
19639,persoon,Dimitri Magnin_1955947
19639,beginjaar,1999
19639,eindjaar,1999
19639,subsidietype,gewone werkbeurzen_10
19639,subsidiecomite,beeldende kunst_6
19639,subsidiërende instantie,Podiumkunstendecreet_10
19640,persoon,Lawrence Malstaf_1954981
19640,beginjaar,1999
19640,eindjaar,1999
19640,subsidietype,gewone werkbeurzen_10
19640,subsidiecomite,beeldende kunst_6
19640,subsidiërende instantie,Podiumkunstendecreet_10
19641,persoon,Valérie Mannaerts_1954878
19641,beginjaar,1999
19641,eindjaar,1999
19641,subsidietype,gewone werkbeurzen_10
19641,subsidiecomite,beeldende kunst_6
19641,subsidiërende instantie,Podiumkunstendecreet_10
19642,persoon,Kobe Matthys_1954983
19642,beginjaar,1999
19642,eindjaar,1999
19642,subsidietype,gewone werkbeurzen_10
19642,subsidiecomite,beeldende kunst_6
19642,subsidiërende instantie,Podiumkunstendecreet_10
19643,persoon,Patrick Merckaert_1955449
19643,beginjaar,1999
19643,eindjaar,1999
19643,subsidietype,gewone werkbeurzen_10
19643,subsidiecomite,beeldende kunst_6
19643,subsidiërende instantie,Podiumkunstendecreet_10
19644,persoon,Merlin Spie_1955007
19644,beginjaar,1999
19644,eindjaar,1999
19644,subsidietype,gewone werkbeurzen_10
19644,subsidiecomite,beeldende kunst_6
19644,subsidiërende instantie,Podiumkunstendecreet_10
19645,persoon,Johan Meskens_1955948
19645,beginjaar,1999
19645,eindjaar,1999
19645,subsidietype,gewone werkbeurzen_10
19645,subsidiecomite,beeldende kunst_6
19645,subsidiërende instantie,Podiumkunstendecreet_10
19646,persoon,Ingrid Mostrey_1955450
19646,beginjaar,1999
19646,eindjaar,1999
19646,subsidietype,gewone werkbeurzen_10
19646,subsidiecomite,beeldende kunst_6
19646,subsidiërende instantie,Podiumkunstendecreet_10
19647,persoon,Griet Musschoot_1955949
19647,beginjaar,1999
19647,eindjaar,1999
19647,subsidietype,gewone werkbeurzen_10
19647,subsidiecomite,beeldende kunst_6
19647,subsidiërende instantie,Podiumkunstendecreet_10
19649,persoon,Nathalie Nijs_1955451
19649,beginjaar,1999
19649,eindjaar,1999
19649,subsidietype,gewone werkbeurzen_10
19649,subsidiecomite,beeldende kunst_6
19649,subsidiërende instantie,Podiumkunstendecreet_10
19650,persoon,Hans Op de Beeck_1954880
19650,beginjaar,1999
19650,eindjaar,1999
19650,subsidietype,gewone werkbeurzen_10
19650,subsidiecomite,beeldende kunst_6
19650,subsidiërende instantie,Podiumkunstendecreet_10
19652,persoon,Paul Casaer_1954859
19652,beginjaar,1999
19652,eindjaar,1999
19652,subsidietype,gewone werkbeurzen_10
19652,subsidiecomite,beeldende kunst_6
19652,subsidiërende instantie,Podiumkunstendecreet_10
19653,persoon,Lucia Penninckx_1955537
19653,beginjaar,1999
19653,eindjaar,1999
19653,subsidietype,gewone werkbeurzen_10
19653,subsidiecomite,beeldende kunst_6
19653,subsidiërende instantie,Podiumkunstendecreet_10
19654,persoon,Thierry Renard_1955281
19654,beginjaar,1999
19654,eindjaar,1999
19654,subsidietype,gewone werkbeurzen_10
19654,subsidiecomite,beeldende kunst_6
19654,subsidiërende instantie,Podiumkunstendecreet_10
19655,persoon,Mark Robbroeckx_1955951
19655,beginjaar,1999
19655,eindjaar,1999
19655,subsidietype,gewone werkbeurzen_10
19655,subsidiecomite,beeldende kunst_6
19655,subsidiërende instantie,Podiumkunstendecreet_10
19656,persoon,Perry Roberts_1955456
19656,beginjaar,1999
19656,eindjaar,1999
19656,subsidietype,gewone werkbeurzen_10
19656,subsidiecomite,beeldende kunst_6
19656,subsidiërende instantie,Podiumkunstendecreet_10
19657,persoon,Zou Zhanglie_1955952
19657,beginjaar,1999
19657,eindjaar,1999
19657,subsidietype,gewone werkbeurzen_10
19657,subsidiecomite,beeldende kunst_6
19657,subsidiërende instantie,Podiumkunstendecreet_10
19658,persoon,Richard Simoens_1955953
19658,beginjaar,1999
19658,eindjaar,1999
19658,subsidietype,gewone werkbeurzen_10
19658,subsidiecomite,beeldende kunst_6
19658,subsidiërende instantie,Podiumkunstendecreet_10
19659,persoon,Johan Slabbynck_1955384
19659,beginjaar,1999
19659,eindjaar,1999
19659,subsidietype,gewone werkbeurzen_10
19659,subsidiecomite,beeldende kunst_6
19659,subsidiërende instantie,Podiumkunstendecreet_10
19660,persoon,Lucy Slock_1955954
19660,beginjaar,1999
19660,eindjaar,1999
19660,subsidietype,gewone werkbeurzen_10
19660,subsidiecomite,beeldende kunst_6
19660,subsidiërende instantie,Podiumkunstendecreet_10
19661,persoon,Patrick Teugels_1955955
19661,beginjaar,1999
19661,eindjaar,1999
19661,subsidietype,gewone werkbeurzen_10
19661,subsidiecomite,beeldende kunst_6
19661,subsidiërende instantie,Podiumkunstendecreet_10
19662,persoon,Koen Theys_1954883
19662,beginjaar,1999
19662,eindjaar,1999
19662,subsidietype,gewone werkbeurzen_10
19662,subsidiecomite,beeldende kunst_6
19662,subsidiërende instantie,Podiumkunstendecreet_10
19663,persoon,Steve Van den Bosch_1955458
19663,beginjaar,1999
19663,eindjaar,1999
19663,subsidietype,gewone werkbeurzen_10
19663,subsidiecomite,beeldende kunst_6
19663,subsidiërende instantie,Podiumkunstendecreet_10
19664,persoon,Kaat Van Doren_1955956
19664,beginjaar,1999
19664,eindjaar,1999
19664,subsidietype,gewone werkbeurzen_10
19664,subsidiecomite,beeldende kunst_6
19664,subsidiërende instantie,Podiumkunstendecreet_10
19665,persoon,Anja Van Eetveldt_1955957
19665,beginjaar,1999
19665,eindjaar,1999
19665,subsidietype,gewone werkbeurzen_10
19665,subsidiecomite,beeldende kunst_6
19665,subsidiërende instantie,Podiumkunstendecreet_10
19666,persoon,Servi Van Grinsven_1955958
19666,beginjaar,1999
19666,eindjaar,1999
19666,subsidietype,gewone werkbeurzen_10
19666,subsidiecomite,beeldende kunst_6
19666,subsidiërende instantie,Podiumkunstendecreet_10
19667,persoon,Pierre Van Kaam_1955959
19667,beginjaar,1999
19667,eindjaar,1999
19667,subsidietype,gewone werkbeurzen_10
19667,subsidiecomite,beeldende kunst_6
19667,subsidiërende instantie,Podiumkunstendecreet_10
19668,persoon,Yves Van Pevenaege_1955472
19668,beginjaar,1999
19668,eindjaar,1999
19668,subsidietype,gewone werkbeurzen_10
19668,subsidiecomite,beeldende kunst_6
19668,subsidiërende instantie,Podiumkunstendecreet_10
19670,persoon,Els Vanden Meersch_1955041
19670,beginjaar,1999
19670,eindjaar,1999
19670,subsidietype,gewone werkbeurzen_10
19670,subsidiecomite,beeldende kunst_6
19670,subsidiërende instantie,Podiumkunstendecreet_10
19671,persoon,Bart Vandevijvere_1955044
19671,beginjaar,1999
19671,eindjaar,1999
19671,subsidietype,gewone werkbeurzen_10
19671,subsidiecomite,beeldende kunst_6
19671,subsidiërende instantie,Podiumkunstendecreet_10
19672,persoon,Dimitri Vangrunderbeek_1955195
19672,beginjaar,1999
19672,eindjaar,1999
19672,subsidietype,gewone werkbeurzen_10
19672,subsidiecomite,beeldende kunst_6
19672,subsidiërende instantie,Podiumkunstendecreet_10
19673,persoon,Yves Velter_1955274
19673,beginjaar,1999
19673,eindjaar,1999
19673,subsidietype,gewone werkbeurzen_10
19673,subsidiecomite,beeldende kunst_6
19673,subsidiërende instantie,Podiumkunstendecreet_10
19674,persoon,Richard Venlet_1954896
19674,beginjaar,1999
19674,eindjaar,1999
19674,subsidietype,gewone werkbeurzen_10
19674,subsidiecomite,beeldende kunst_6
19674,subsidiërende instantie,Podiumkunstendecreet_10
19675,persoon,Frederik Vergaert_1955199
19675,beginjaar,1999
19675,eindjaar,1999
19675,subsidietype,gewone werkbeurzen_10
19675,subsidiecomite,beeldende kunst_6
19675,subsidiërende instantie,Podiumkunstendecreet_10
19676,persoon,Katleen Vermeir_1954900
19676,beginjaar,1999
19676,eindjaar,1999
19676,subsidietype,gewone werkbeurzen_10
19676,subsidiecomite,beeldende kunst_6
19676,subsidiërende instantie,Podiumkunstendecreet_10
19677,persoon,Hendrik Vermeulen_1955471
19677,beginjaar,1999
19677,eindjaar,1999
19677,subsidietype,gewone werkbeurzen_10
19677,subsidiecomite,beeldende kunst_6
19677,subsidiërende instantie,Podiumkunstendecreet_10
19678,persoon,Stefaan Vermuyten_1955960
19678,beginjaar,1999
19678,eindjaar,1999
19678,subsidietype,gewone werkbeurzen_10
19678,subsidiecomite,beeldende kunst_6
19678,subsidiërende instantie,Podiumkunstendecreet_10
19679,persoon,Judit Verween_1955961
19679,beginjaar,1999
19679,eindjaar,1999
19679,subsidietype,gewone werkbeurzen_10
19679,subsidiecomite,beeldende kunst_6
19679,subsidiërende instantie,Podiumkunstendecreet_10
19680,persoon,Barbara Visser_1955962
19680,beginjaar,1999
19680,eindjaar,1999
19680,subsidietype,gewone werkbeurzen_10
19680,subsidiecomite,beeldende kunst_6
19680,subsidiërende instantie,Podiumkunstendecreet_10
19681,persoon,Leen Voet_1955050
19681,beginjaar,1999
19681,eindjaar,1999
19681,subsidietype,gewone werkbeurzen_10
19681,subsidiecomite,beeldende kunst_6
19681,subsidiërende instantie,Podiumkunstendecreet_10
19682,persoon,Koen Wastijn_1955056
19682,beginjaar,1999
19682,eindjaar,1999
19682,subsidietype,gewone werkbeurzen_10
19682,subsidiecomite,beeldende kunst_6
19682,subsidiërende instantie,Podiumkunstendecreet_10
19683,persoon,Geert Bisschop_1955446
19683,beginjaar,1999
19683,eindjaar,1999
19683,subsidietype,substantiële werkbeurzen_8
19683,subsidiecomite,beeldende kunst_6
19683,subsidiërende instantie,Podiumkunstendecreet_10
19684,persoon,David Claerbout_1954862
19684,beginjaar,1999
19684,eindjaar,1999
19684,subsidietype,substantiële werkbeurzen_8
19684,subsidiecomite,beeldende kunst_6
19684,subsidiërende instantie,Podiumkunstendecreet_10
19685,persoon,Peter De Cupere_1954939
19685,beginjaar,1999
19685,eindjaar,1999
19685,subsidietype,substantiële werkbeurzen_8
19685,subsidiecomite,beeldende kunst_6
19685,subsidiërende instantie,Podiumkunstendecreet_10
19686,persoon,Gery De Smet_1954947
19686,beginjaar,1999
19686,eindjaar,1999
19686,subsidietype,substantiële werkbeurzen_8
19686,subsidiecomite,beeldende kunst_6
19686,subsidiërende instantie,Podiumkunstendecreet_10
19687,persoon,Christoph Fink_1954903
19687,beginjaar,1999
19687,eindjaar,1999
19687,subsidietype,substantiële werkbeurzen_8
19687,subsidiecomite,beeldende kunst_6
19687,subsidiërende instantie,Podiumkunstendecreet_10
19688,persoon,Henri (Hein) Jacobs_1955443
19688,beginjaar,1999
19688,eindjaar,1999
19688,subsidietype,substantiële werkbeurzen_8
19688,subsidiecomite,beeldende kunst_6
19688,subsidiërende instantie,Podiumkunstendecreet_10
19689,persoon,Carlo Mistiaen_1955102
19689,beginjaar,1999
19689,eindjaar,1999
19689,subsidietype,substantiële werkbeurzen_8
19689,subsidiecomite,beeldende kunst_6
19689,subsidiërende instantie,Podiumkunstendecreet_10
19690,persoon,Els Opsomer_1954901
19690,beginjaar,1999
19690,eindjaar,1999
19690,subsidietype,substantiële werkbeurzen_8
19690,subsidiecomite,beeldende kunst_6
19690,subsidiërende instantie,Podiumkunstendecreet_10
19691,persoon,Peter Rogiers_1955123
19691,beginjaar,1999
19691,eindjaar,1999
19691,subsidietype,substantiële werkbeurzen_8
19691,subsidiecomite,beeldende kunst_6
19691,subsidiërende instantie,Podiumkunstendecreet_10
19692,persoon,Boy Erik Stappaerts_1954882
19692,beginjaar,1999
19692,eindjaar,1999
19692,subsidietype,substantiële werkbeurzen_8
19692,subsidiecomite,beeldende kunst_6
19692,subsidiërende instantie,Podiumkunstendecreet_10
19693,persoon,Johan Tahon_1955264
19693,beginjaar,1999
19693,eindjaar,1999
19693,subsidietype,substantiële werkbeurzen_8
19693,subsidiecomite,beeldende kunst_6
19693,subsidiërende instantie,Podiumkunstendecreet_10
19694,persoon,Sven 't Jolle_1955128
19694,beginjaar,1999
19694,eindjaar,1999
19694,subsidietype,substantiële werkbeurzen_8
19694,subsidiecomite,beeldende kunst_6
19694,subsidiërende instantie,Podiumkunstendecreet_10
19695,persoon,Philippe Tonnard_1955400
19695,beginjaar,1999
19695,eindjaar,1999
19695,subsidietype,substantiële werkbeurzen_8
19695,subsidiecomite,beeldende kunst_6
19695,subsidiërende instantie,Podiumkunstendecreet_10
19697,persoon,Patrick Vanden Eynde_1955444
19697,beginjaar,1999
19697,eindjaar,1999
19697,subsidietype,substantiële werkbeurzen_8
19697,subsidiecomite,beeldende kunst_6
19697,subsidiërende instantie,Podiumkunstendecreet_10
19698,persoon,Gert Verhoeven_1954899
19698,beginjaar,1999
19698,eindjaar,1999
19698,subsidietype,substantiële werkbeurzen_8
19698,subsidiecomite,beeldende kunst_6
19698,subsidiërende instantie,Podiumkunstendecreet_10
19699,persoon,Guillaume Bijl_1954919
19699,beginjaar,1998
19699,eindjaar,1998
19699,subsidietype,substantiële werkbeurzen_8
19699,subsidiecomite,beeldende kunst_6
19699,subsidiërende instantie,Podiumkunstendecreet_10
19700,persoon,Dirk Braeckman_1954867
19700,beginjaar,1998
19700,eindjaar,1998
19700,subsidietype,substantiële werkbeurzen_8
19700,subsidiecomite,beeldende kunst_6
19700,subsidiërende instantie,Podiumkunstendecreet_10
19701,persoon,Ricardo Brey_1954925
19701,beginjaar,1998
19701,eindjaar,1998
19701,subsidietype,substantiële werkbeurzen_8
19701,subsidiecomite,beeldende kunst_6
19701,subsidiërende instantie,Podiumkunstendecreet_10
19702,persoon,David Claerbout_1954862
19702,beginjaar,1998
19702,eindjaar,1998
19702,subsidietype,substantiële werkbeurzen_8
19702,subsidiecomite,beeldende kunst_6
19702,subsidiërende instantie,Podiumkunstendecreet_10
19703,persoon,Bert De Beul_1955118
19703,beginjaar,1998
19703,eindjaar,1998
19703,subsidietype,substantiële werkbeurzen_8
19703,subsidiecomite,beeldende kunst_6
19703,subsidiërende instantie,Podiumkunstendecreet_10
19704,persoon,Peter De Cupere_1954939
19704,beginjaar,1998
19704,eindjaar,1998
19704,subsidietype,substantiële werkbeurzen_8
19704,subsidiecomite,beeldende kunst_6
19704,subsidiërende instantie,Podiumkunstendecreet_10
19705,persoon,Reinhart De Grendel_1955963
19705,beginjaar,1998
19705,eindjaar,1998
19705,subsidietype,substantiële werkbeurzen_8
19705,subsidiecomite,beeldende kunst_6
19705,subsidiërende instantie,Podiumkunstendecreet_10
19706,persoon,Carl De Keyzer_1954944
19706,beginjaar,1998
19706,eindjaar,1998
19706,subsidietype,substantiële werkbeurzen_8
19706,subsidiecomite,beeldende kunst_6
19706,subsidiërende instantie,Podiumkunstendecreet_10
19707,persoon,Franky DC_1955733
19707,beginjaar,1998
19707,eindjaar,1998
19707,subsidietype,substantiële werkbeurzen_8
19707,subsidiecomite,beeldende kunst_6
19707,subsidiërende instantie,Podiumkunstendecreet_10
19708,persoon,Luc Deleu_1954951
19708,beginjaar,1998
19708,eindjaar,1998
19708,subsidietype,substantiële werkbeurzen_8
19708,subsidiecomite,beeldende kunst_6
19708,subsidiërende instantie,Podiumkunstendecreet_10
19709,persoon,Wim Delvoye_1955463
19709,beginjaar,1998
19709,eindjaar,1998
19709,subsidietype,substantiële werkbeurzen_8
19709,subsidiecomite,beeldende kunst_6
19709,subsidiërende instantie,Podiumkunstendecreet_10
19710,persoon,Jusuf Hadzifejzovic_1955964
19710,beginjaar,1998
19710,eindjaar,1998
19710,subsidietype,substantiële werkbeurzen_8
19710,subsidiecomite,beeldende kunst_6
19710,subsidiërende instantie,Podiumkunstendecreet_10
19711,persoon,Ria Pacquée_1954992
19711,beginjaar,1998
19711,eindjaar,1998
19711,subsidietype,substantiële werkbeurzen_8
19711,subsidiecomite,beeldende kunst_6
19711,subsidiërende instantie,Podiumkunstendecreet_10
19712,persoon,Peter Rogiers_1955123
19712,beginjaar,1998
19712,eindjaar,1998
19712,subsidietype,substantiële werkbeurzen_8
19712,subsidiecomite,beeldende kunst_6
19712,subsidiërende instantie,Podiumkunstendecreet_10
19713,persoon,Johan Tahon_1955264
19713,beginjaar,1998
19713,eindjaar,1998
19713,subsidietype,substantiële werkbeurzen_8
19713,subsidiecomite,beeldende kunst_6
19713,subsidiërende instantie,Podiumkunstendecreet_10
19714,persoon,Koen Theys_1954883
19714,beginjaar,1998
19714,eindjaar,1998
19714,subsidietype,substantiële werkbeurzen_8
19714,subsidiecomite,beeldende kunst_6
19714,subsidiërende instantie,Podiumkunstendecreet_10
19715,persoon,Sven 't Jolle_1955128
19715,beginjaar,1998
19715,eindjaar,1998
19715,subsidietype,substantiële werkbeurzen_8
19715,subsidiecomite,beeldende kunst_6
19715,subsidiërende instantie,Podiumkunstendecreet_10
19716,persoon,Philippe Tonnard_1955400
19716,beginjaar,1998
19716,eindjaar,1998
19716,subsidietype,substantiële werkbeurzen_8
19716,subsidiecomite,beeldende kunst_6
19716,subsidiërende instantie,Podiumkunstendecreet_10
19717,persoon,Jan Van Imschoot_1954890
19717,beginjaar,1998
19717,eindjaar,1998
19717,subsidietype,substantiële werkbeurzen_8
19717,subsidiecomite,beeldende kunst_6
19717,subsidiërende instantie,Podiumkunstendecreet_10
19718,persoon,Anne-Mie Van Kerckhoven_1954891
19718,beginjaar,1998
19718,eindjaar,1998
19718,subsidietype,substantiële werkbeurzen_8
19718,subsidiecomite,beeldende kunst_6
19718,subsidiërende instantie,Podiumkunstendecreet_10
19719,persoon,Raf Van Ommeslaege (Honoré d'O)_1955965
19719,beginjaar,1998
19719,eindjaar,1998
19719,subsidietype,substantiële werkbeurzen_8
19719,subsidiecomite,beeldende kunst_6
19719,subsidiërende instantie,Podiumkunstendecreet_10
19720,persoon,Orla Barry_1954902
19720,beginjaar,1998
19720,eindjaar,1998
19720,subsidietype,gewone werkbeurzen_10
19720,subsidiecomite,beeldende kunst_6
19720,subsidiërende instantie,Podiumkunstendecreet_10
19721,persoon,Charif Benhelima_1954918
19721,beginjaar,1998
19721,eindjaar,1998
19721,subsidietype,gewone werkbeurzen_10
19721,subsidiecomite,beeldende kunst_6
19721,subsidiërende instantie,Podiumkunstendecreet_10
19722,persoon,Guillaume Bijl_1954919
19722,beginjaar,1998
19722,eindjaar,1998
19722,subsidietype,gewone werkbeurzen_10
19722,subsidiecomite,beeldende kunst_6
19722,subsidiërende instantie,Podiumkunstendecreet_10
19724,persoon,Thomas Bogaert_1954921
19724,beginjaar,1998
19724,eindjaar,1998
19724,subsidietype,gewone werkbeurzen_10
19724,subsidiecomite,beeldende kunst_6
19724,subsidiërende instantie,Podiumkunstendecreet_10
19725,persoon,Elke Andreas Boon_1954923
19725,beginjaar,1998
19725,eindjaar,1998
19725,subsidietype,gewone werkbeurzen_10
19725,subsidiecomite,beeldende kunst_6
19725,subsidiërende instantie,Podiumkunstendecreet_10
19727,persoon,Jean-Marie Bytebier_1955119
19727,beginjaar,1998
19727,eindjaar,1998
19727,subsidietype,gewone werkbeurzen_10
19727,subsidiecomite,beeldende kunst_6
19727,subsidiërende instantie,Podiumkunstendecreet_10
19728,persoon,Paul Casaer_1954859
19728,beginjaar,1998
19728,eindjaar,1998
19728,subsidietype,gewone werkbeurzen_10
19728,subsidiecomite,beeldende kunst_6
19728,subsidiërende instantie,Podiumkunstendecreet_10
19729,persoon,Axel Claes_1955927
19729,beginjaar,1998
19729,eindjaar,1998
19729,subsidietype,gewone werkbeurzen_10
19729,subsidiecomite,beeldende kunst_6
19729,subsidiërende instantie,Podiumkunstendecreet_10
19730,persoon,Christine Clinckx_1954861
19730,beginjaar,1998
19730,eindjaar,1998
19730,subsidietype,gewone werkbeurzen_10
19730,subsidiecomite,beeldende kunst_6
19730,subsidiërende instantie,Podiumkunstendecreet_10
19731,persoon,Mark Cloet_1955636
19731,beginjaar,1998
19731,eindjaar,1998
19731,subsidietype,gewone werkbeurzen_10
19731,subsidiecomite,beeldende kunst_6
19731,subsidiërende instantie,Podiumkunstendecreet_10
19732,persoon,Gilbert Daelemans_1955966
19732,beginjaar,1998
19732,eindjaar,1998
19732,subsidietype,gewone werkbeurzen_10
19732,subsidiecomite,beeldende kunst_6
19732,subsidiërende instantie,Podiumkunstendecreet_10
19733,persoon,Jan Dalemans_1955967
19733,beginjaar,1998
19733,eindjaar,1998
19733,subsidietype,gewone werkbeurzen_10
19733,subsidiecomite,beeldende kunst_6
19733,subsidiërende instantie,Podiumkunstendecreet_10
19734,persoon,Bert Danckaert_1954932
19734,beginjaar,1998
19734,eindjaar,1998
19734,subsidietype,gewone werkbeurzen_10
19734,subsidiecomite,beeldende kunst_6
19734,subsidiërende instantie,Podiumkunstendecreet_10
19735,persoon,Manon de Boer_1954865
19735,beginjaar,1998
19735,eindjaar,1998
19735,subsidietype,gewone werkbeurzen_10
19735,subsidiecomite,beeldende kunst_6
19735,subsidiërende instantie,Podiumkunstendecreet_10
19736,persoon,Marc De Clercq_1955968
19736,beginjaar,1998
19736,eindjaar,1998
19736,subsidietype,gewone werkbeurzen_10
19736,subsidiecomite,beeldende kunst_6
19736,subsidiërende instantie,Podiumkunstendecreet_10
19737,persoon,Geert Bisschop_1955446
19737,beginjaar,1997
19737,eindjaar,1997
19737,subsidietype,substantiële werkbeurzen_8
19737,subsidiecomite,beeldende kunst_6
19737,subsidiërende instantie,Podiumkunstendecreet_10
19738,persoon,Jean De Groote_1955969
19738,beginjaar,1998
19738,eindjaar,1998
19738,subsidietype,gewone werkbeurzen_10
19738,subsidiecomite,beeldende kunst_6
19738,subsidiërende instantie,Podiumkunstendecreet_10
19739,persoon,Hugo De Leener_1955970
19739,beginjaar,1998
19739,eindjaar,1998
19739,subsidietype,gewone werkbeurzen_10
19739,subsidiecomite,beeldende kunst_6
19739,subsidiërende instantie,Podiumkunstendecreet_10
19740,persoon,Marc De Roover_1955971
19740,beginjaar,1998
19740,eindjaar,1998
19740,subsidietype,gewone werkbeurzen_10
19740,subsidiecomite,beeldende kunst_6
19740,subsidiërende instantie,Podiumkunstendecreet_10
19741,persoon,Maria Blondeel_1954920
19741,beginjaar,1997
19741,eindjaar,1997
19741,subsidietype,substantiële werkbeurzen_8
19741,subsidiecomite,beeldende kunst_6
19741,subsidiërende instantie,Podiumkunstendecreet_10
19742,persoon,Dirk Braeckman_1954867
19742,beginjaar,1997
19742,eindjaar,1997
19742,subsidietype,substantiële werkbeurzen_8
19742,subsidiecomite,beeldende kunst_6
19742,subsidiërende instantie,Podiumkunstendecreet_10
19743,persoon,Jan De Vliegher_1955567
19743,beginjaar,1998
19743,eindjaar,1998
19743,subsidietype,gewone werkbeurzen_10
19743,subsidiecomite,beeldende kunst_6
19743,subsidiërende instantie,Podiumkunstendecreet_10
19745,persoon,Johan De Wilde_1955448
19745,beginjaar,1998
19745,eindjaar,1998
19745,subsidietype,gewone werkbeurzen_10
19745,subsidiecomite,beeldende kunst_6
19745,subsidiërende instantie,Podiumkunstendecreet_10
19746,persoon,Jos Delbroek_1955520
19746,beginjaar,1998
19746,eindjaar,1998
19746,subsidietype,gewone werkbeurzen_10
19746,subsidiecomite,beeldende kunst_6
19746,subsidiërende instantie,Podiumkunstendecreet_10
19747,persoon,Berlinde De Bruyckere_1954868
19747,beginjaar,1997
19747,eindjaar,1997
19747,subsidietype,substantiële werkbeurzen_8
19747,subsidiecomite,beeldende kunst_6
19747,subsidiërende instantie,Podiumkunstendecreet_10
19748,persoon,Robert Devriendt_1955125
19748,beginjaar,1998
19748,eindjaar,1998
19748,subsidietype,gewone werkbeurzen_10
19748,subsidiecomite,beeldende kunst_6
19748,subsidiërende instantie,Podiumkunstendecreet_10
19749,persoon,Daniël Dewaele_1954955
19749,beginjaar,1998
19749,eindjaar,1998
19749,subsidietype,gewone werkbeurzen_10
19749,subsidiecomite,beeldende kunst_6
19749,subsidiërende instantie,Podiumkunstendecreet_10
19750,persoon,Carl De Keyzer_1954944
19750,beginjaar,1997
19750,eindjaar,1997
19750,subsidietype,substantiële werkbeurzen_8
19750,subsidiecomite,beeldende kunst_6
19750,subsidiërende instantie,Podiumkunstendecreet_10
19751,persoon,Els Dietvorst_1954957
19751,beginjaar,1998
19751,eindjaar,1998
19751,subsidietype,gewone werkbeurzen_10
19751,subsidiecomite,beeldende kunst_6
19751,subsidiërende instantie,Podiumkunstendecreet_10
19752,persoon,Niels Donckers_1955408
19752,beginjaar,1998
