,Lijst van personen,Gender,Stad,Land,Postcode,Count van producties
1839,Renke Van Impe,109.0,,België,,4
1840,Nathalie De Boelpaep,109.0,Brussel,België,,5
1841,Silvio Varviso,110.0,,Zwitserland,,31
1842,Thomas Vanhauwaert,110.0,,België,,1
1843,Nesrine Ellamzi,109.0,,België,,1
1844,Pieter-Jan De Wyngaert,110.0,Rotselaar,België,,38
1845,Hans Valcke,110.0,,België,,14
1846,Eddy Becquart,110.0,Turnhout,België,,2
1847,Marie-Anne Coppens,109.0,,België,,3
1848,Sam Schurg,110.0,,België,,1
1849,Bert Danckaert,110.0,Antwerpen,België,,11
1850,Peter Marischael,110.0,,België,,70
1851,Claude De Burie,110.0,Antwerpen,België,,11
1852,Joon Bilcke,110.0,Sint-Amandsberg (Gent),België,,5
1853,Riet Van Gool,109.0,Antwerpen,België,,28
1854,Hans Peter Janssens,110.0,Antwerpen,België,,22
1855,Patrick Lynch,110.0,,België,,2
1856,Koen Peeters,110.0,Leuven,België,,1
1857,Erick Clauwens,110.0,,België,,33
1858,Vania Vaneau,109.0,Brussel,België,,2
1859,Jan Vandeloo,110.0,Antwerpen,België,,105
1860,María Pagés,109.0,,Spanje,,8
1861,Charles Corneille,110.0,Utrecht,Nederland,,1
1862,Remko Devroede,110.0,Antwerpen,België,,4
1863,Stefan Hamblok,110.0,Antwerpen,België,,25
1864,Iraïs Ooms,109.0,Berchem,België,,1
1865,Helen Suyderhoud,109.0,-,België,,7
1866,Pieter Ampe,110.0,Brussel,België,,50
1867,Pepijn Lievens,110.0,Gent,België,,48
1868,Samuel Lefeuvre,110.0,,België,,31
1869,Frauke Seynnaeve,109.0,,België,,3
1870,Mea Flothuis,109.0,,België,,2
1871,Orlando Verde,110.0,Antwerpen,België,,1
1872,Franz Marijnen,110.0,PAPHOS,België,,82
1873,Leo Verlinden,110.0,Gent,België,,81
1874,Valentijn Vanhoegaerden,110.0,,België,,1
1875,Anne-Vera Veen,109.0,,België,,2
1876,Piet Vansichen,110.0,,België,,33
1877,Katharine Tessens,109.0,,België,,3
1878,Isabella Soupart,109.0,Brussel,België,,24
1879,Marc Luyckx,110.0,,België,,1
1880,Sonia Si Ahmed,109.0,Brussel,België,,17
1881,John Ghersin,110.0,,België,,4
1882,Guy Joosten,110.0,Vorst,België,,77
1883,Rik Hendrickx,110.0,Turnhout,België,,5
1884,Yannick Joos,110.0,,België,,1
1885,Joke Devynck,109.0,,België,,25
1886,Tim David,110.0,Antwerpen,België,,12
1887,Evy Vancalbergh,109.0,,België,,1
1888,Benny Claessens,110.0,,België,,57
1889,Geert Hunaerts,110.0,Diest,België,,3
1890,Dorien Moelans,109.0,,België,,1
1891,Marleen De Clercq,109.0,Bornem,België,,2
1892,Evelyne Meersschaut,109.0,,België,,14
1893,Annie Vermeiren,109.0,Schaarbeek,België,,53
1894,Ivan Vrambout,110.0,Sint-Joost-ten-Node,België,,60
1895,Lara Soenens,109.0,,België,,1
1896,Ruud Peeters,110.0,,België,,1
1897,Cyriel Kint,110.0,,België,,2
1898,Koen Swanenbergs,110.0,,België,,13
1899,Hanne Hamels,109.0,,België,,1
1900,Matteo Simoni,110.0,,België,,38
1901,Kenan Dinkelman,110.0,,Turkije,,2
1902,Luc Frans,110.0,Ronse,België,,63
1903,Guy Theunissen,110.0,Orp-Jauche,België,,1
1904,Bregje Beckers,109.0,,België,,1
1905,Steve Beirens,110.0,Brussel,België,,14
1906,Tjeerd Oostendorp,110.0,,België,,1
1907,Willem Cortens,110.0,,België,,2
1908,Ugo Prinsen,110.0,Bonheiden,België,,65
1909,Nicolas Van Elslander,110.0,,België,,11
1910,Nolle Versyp,110.0,Merelbeke,België,,120
1911,Bruno Cornelis,110.0,,België,,1
1912,Emilie De Vlam,109.0,Gent,België,,6
1913,André Lefevre,110.0,,België,,14
1914,René Verreth,110.0,Sint-Katelijne-Waver,België,,216
1915,Christophe Annys,110.0,,België,,1
1916,Jamina Arrais,109.0,,België,,4
1917,Marie Frédérique Fillon,109.0,,België,,1
1918,Joris Blanckaert,110.0,,België,,18
1919,Sami Zemni,110.0,,België,,2
1920,Pol Pauwels,110.0,Brussel (Sint-Jans-Molenbeek),België,,14
1921,Frank Theys,110.0,Brussel,België,,19
1922,Dave Wiggers,110.0,,België,,4
1923,Caroline Van Gastel,109.0,Elsene,België,,17
1924,Annemie Goris,109.0,,België,,1
1925,Christophe Aussems,110.0,,België,,84
1926,Christian Karlsen,110.0,,België,,1
1927,Marjet Boek,109.0,Eindhoven,Nederland,,1
1928,Tom Jansen,110.0,Amsterdam,Nederland,,67
1929,Frederik Sioen,110.0,Gent,België,,15
1930,Lieve Meyer,109.0,Borgerhout,België,,7
1931,Fiorella Burato,109.0,,België,,3
1932,Patrick Vandewijer,110.0,Schaarbeek,België,,2
1933,Mathieu Richelle,110.0,Elsene,België,,1
1934,Alex Otterlei,110.0,,België,,1
1935,Chloé Vancompernolle,109.0,,België,,1
1936,Jolinda Hendrickx,109.0,,België,,1
1937,Remko Edelaar,110.0,,België,,1
1938,Lulu Aertgeerts,109.0,Antwerpen,België,,44
1939,Eline Van Hoye,109.0,Antwerpen,België,,15
1940,Natalie Steelandt,109.0,Gent,België,,17
1941,Anne Van Opstal,109.0,,België,,2
1942,Yuri Bongers,110.0,,Nederland,,1
1943,Marjolein Demey,109.0,Gent,België,,33
1944,Simon Allemeersch,110.0,,België,,39
1945,Diederik Peeters,110.0,Gent,België,,66
1946,Theu Boermans,110.0,Amsterdam,Nederland,,10
1947,Alice Toen,109.0,Dilbeek,België,,161
1948,Frank Van Passel,110.0,Heverlee,België,,14
1949,Abdes Hadj,110.0,,België,,9
1950,Sonja Cantre,109.0,Sint-Lambrechts-Woluwe,België,,1
1951,Dave Nauwelaerts,110.0,Zemst,België,,4
1952,Tom Rummens,110.0,Sint-Amandsberg (Gent),België,,4
1953,Marijke Seresia,109.0,Schilde,België,,3
1954,Reinert D'Haene,110.0,,België,,3
1955,Stefan Franck,110.0,Antwerpen,België,,10
1956,Fabián Barba,110.0,Vorst,België,,49
1957,Arthur Japin,110.0,,Nederland,,2
1958,Tom Van Den Broeck,110.0,Lennik,België,,2
1959,Marijke Van Pottelbergh,109.0,Affligem,België,,2
1960,Sofie Verdoodt,109.0,Gent,België,,1
1961,Karel Clemminck,110.0,,België,,33
1962,Patricia Beysens,109.0,,België,,11
1963,Veli Lehtovaara,110.0,,Finland,,11
1964,Seppe Janssens,110.0,,België,,5
1965,Christoph De Boeck,110.0,Antwerpen,België,,57
1966,Thomas Bellinck,110.0,Molenbeek,België,,31
1967,Lotte Diependaele,109.0,,België,,6
1968,Julie Feyaerts,109.0,Leuven,België,,3
1969,Evelyne Renaux,109.0,Buizingen,België,,3
1970,Paul Maes,110.0,Antwerpen,België,,24
1971,Jos Verlooy,110.0,Nijlen,België,,4
1972,Jan Hardies,110.0,Ekeren,België,,4
1973,Meir Shalev,110.0,,Israël,,1
1974,Ilse Joliet,109.0,Sint-Amandsberg (Gent),België,,17
1975,Aus Greidanus jr.,110.0,,België,,41
1976,Shaula Cambazzu,109.0,Brussel,België,,6
1977,Patrick Dieleman,110.0,Brussel,België,,5
1978,Jo Decoster,110.0,Halle,België,,30
1979,Marijs Boulogne,109.0,Brussel,België,,105
1980,Goele Van Dijck,109.0,,België,,50
1981,Thomas Stevens,110.0,Itegem,België,,34
1982,Marco Rombouts,110.0,,België,,1
1983,Yves Van Den Boogaart,110.0,Brussel,België,,2
1984,Melike Tarhan,109.0,,België,,2
1985,Hans Ligtvoet,110.0,Antwerpen,België,,25
1986,Andreas Staier,110.0,,Duitsland,,1
1987,Wilfried Eetezonne,110.0,Antwerpen,België,,1
1988,Kris Dewitte,110.0,Gentbrugge,België,,7
1989,Tom Dewispelaere,110.0,,België,,101
1990,Luk De Koninck,110.0,Kortenberg,België,,38
1991,Maarten Janssens,110.0,,België,,12
1992,David Verbeeck,110.0,Antwerpen,België,,37
1993,Han Kerckhoffs,110.0,Antwerpen,België,,31
1994,Ruud De Ridder,110.0,Borsbeek,België,,341
1995,Sebastian Nübling,110.0,,Duitsland,,2
1996,Jan Schoolmeesters,110.0,Heverlee,België,,2
1997,Rachida Lamrabet,109.0,,België,,12
1998,Hannah De Meyer,109.0,,Nederland,,1
1999,Karel Deruwe,110.0,Antwerpen,België,,69
2000,Lenka Brazdilikova,109.0,,Slowakije,,1
2001,Jennifer Regidor,109.0,Kessel-lo,België,,2
2002,Lander Gyselinck,110.0,,België,,7
2003,Herwig Deweerdt,110.0,,België,,6
2004,Henri Van Daele,110.0,LAARNE,België,,6
2005,Jan Otten,110.0,,België,,10
2006,Jobst Schnibbe,110.0,Antwerpen,België,,74
2007,Eva Van Hove,109.0,,België,,1
2008,Hilde Debuck,109.0,,België,,2
2009,Claire O'Neil,109.0,Brussel,België,,6
2010,Valentijn Dhaenens,110.0,Antwerpen,België,,102
2011,Katrin Lohmann,109.0,Antwerpen,België,,37
2012,Femke Vandenbosch,109.0,,België,,4
2013,Victor De Vriendt,110.0,,België,,3
2014,Filip Timmerman,110.0,,België,,59
2015,Jonas Vandermeersch,110.0,,België,,1
2016,Panaibra Gabriel Canda,110.0,,Mozambique,,4
2017,Josse De Pauw,110.0,Brussel,België,,330
2018,Erik Baerts,110.0,Schaarbeek,België,,2
2019,Ali Konaté,110.0,,België,,2
2020,Katrien Van Ransbeeck,109.0,Antwerpen,België,,1
2021,Rita Geerts,109.0,Kasterlee,België,,13
2022,Nikè Moens,109.0,,België,,39
2023,Michiel Galle,110.0,,België,,1
2024,Kim Van den Brempt,110.0,,België,,1
2025,Lawrence Malstaf,110.0,,België,,27
2026,Dirk Meynendonckx,110.0,Antwerpen,België,,30
2027,Axel Doumen,110.0,,België,,11
2028,Yves Staelen,110.0,Antwerpen,België,,8
2029,Katelijne Verbeke,109.0,Antwerpen,België,,114
2030,Simon D'Huyvetter,110.0,Torhout,België,,14
2031,Emmy Leemans,109.0,Bonheiden,België,,80
2032,Chris Nietvelt,109.0,Haarlem,Nederland,,44
2033,Giovani Vanhoenacker,110.0,,België,,54
2034,Scott Heron,110.0,,Verenigde Staten van Amerika,,12
2035,Boni Michiels,110.0,Merksem,België,,31
2036,Jean Louvet,110.0,La Louviere,België,,3
2037,Thomas Vandewalle,110.0,Amsterdam,Nederland,,2
2038,Patrick Sterckx,110.0,,België,,11
2039,Geert Buelens,110.0,Borgerhout,België,,3
2040,Daphné Verhelst,109.0,,België,,15
2041,Bo Spaenc,110.0,Berchem,België,,148
2042,Michaël Vergauwen,110.0,Antwerpen,België,,27
2043,Angels Margarit,109.0,Barcelona,Spanje,,10
2044,Renato Balsadonna,110.0,,Italië,,49
2045,Pascale Boone,109.0,Meeuwen-Gruitrode,België,,4
2046,Fien Troch,109.0,Brussel,België,,4
2047,Maja Kuzmanovic,109.0,,België,,2
2048,Charlotte Pionet,109.0,,België,,1
2049,Adrián Minkowicz,110.0,,Argentinië,,9
2050,Peggy Olislaegers,109.0,Amsterdam,Nederland,,3
2051,Nicolas Robillard,110.0,Antwerpen,België,,10
2052,Mathew Stokes,110.0,Schaarbeek,België,,5
2053,Sébastien Hendrickx,110.0,Brussel,België,,29
2054,Merel Vercoutere,109.0,Meulebeke,België,,3
2055,Jeannine Hirzel,109.0,,Zwitserland,,5
2056,Steven De Loenen,110.0,,België,,2
2057,Sarah Martens,109.0,Kessel-Lo,België,,1
2058,Patrick Maillard,110.0,Meerhout,België,,93
2059,Leen De Graeve,109.0,,België,,6
2060,Ralf Nonn,110.0,,België,,51
2061,Greet Verstraete,109.0,,België,,8
2062,Gina De Langhe,109.0,,België,,1
2063,Amina Belorf,109.0,,België,,2
2064,Saar van de Leest,109.0,Antwerpen,België,,3
2065,Carolyne Vega,109.0,,België,,1
2066,Isabel Leybaert,109.0,Mechelen,België,,26
2067,Karl Schneider,110.0,Antwerpen,België,,5
2068,Griet Dobbels,109.0,,België,,1
2069,Gerda Soors,109.0,Antwerpen,België,,6
2070,Davy Scheerlinck,110.0,Haaltert,België,,17
2071,Donald Margulies,110.0,,Verenigde Staten van Amerika,,1
2072,Wigbert Van Lierde,110.0,,België,,6
2073,Sam Shepard,110.0,,België,,25
2074,Marleen Peeters,109.0,Borgerhout,België,,3
2075,Karen Schroeven,109.0,,België,,19
2076,Tine Van den Wyngaert,109.0,Nijlen,België,,69
2077,Lieven Baert,110.0,Sint-Amandsberg (Gent),België,,16
2078,Peter De Goy,110.0,,België,,10
2079,Pol Hoste,110.0,Gent,België,,12
2080,Elke De Roeck,109.0,Lint,België,,54
2081,Jef Van Hemeldonck,110.0,Mechelen,België,,2
2082,Myriam Bastiaens,109.0,,België,,1
2083,Betty Mellaerts,109.0,Oudgaarden,België,,9
2084,Sara Dykmans,109.0,Antwerpen,België,,44
2085,Valérie Schiemsky,109.0,,België,,3
2086,Carl Ridders,110.0,Antwerpen,België,,86
2087,Leen Van Den Berg,109.0,Keerbergen,België,,1
2088,Kurt Melens,110.0,Zele,België,,25
2089,Linda Schragen Van Leeuwen,109.0,Putte,België,,11
2090,Paul Slangen,110.0,,België,,59
2091,Kristof van Baarle,110.0,,België,,8
2092,Annelies Vanlaere,109.0,,België,,2
2093,Dirk Du Chau,110.0,Gent,België,,44
2094,Nicolas Clemens,110.0,,België,,2
2095,Hugo Moens,110.0,Antwerpen,België,,126
2096,Maarten Naessens,110.0,,België,,14
2097,Rita Wouters,109.0,Antwerpen,België,,69
2098,Alexander Schoenaerts,110.0,,België,,1
2099,Camille Moonen,109.0,,België,,2
2100,David Van Dijcke,110.0,,België,,7
2101,Bo Verspaendonck,110.0,,België,,48
2102,Karin Bosmans,109.0,Lommel,België,,16
2103,Jon Bogaert,110.0,Evergem,België,,4
2104,Johan Dereycke,110.0,Gent,België,,3
2105,Louis Jongeneelen,110.0,,België,,1
2106,Johan Vandenbroucke,110.0,,België,,8
2107,Annemie Vanhoof,109.0,,België,,3
2108,Edgar Flores,110.0,,België,,1
2109,Pieter Lavrijssen,110.0,,België,,12
2110,Bart Plouvier,110.0,Elversele,België,,10
2111,Martin Baarda,110.0,,België,,17
2112,Hedy Grünewald,109.0,Tilburg,Nederland,,42
2113,Griet Dekoninck,109.0,Sint-Joost-Ten-Node,België,,9
2114,Marianne Van Kerkhoven,109.0,Tervuren,België,,205
2115,Aloisius Van Overvelt,110.0,ESSEN,België,,1
2116,Joost Wynant,110.0,,België,,13
2117,Lotte Boonstra,109.0,,België,,2
2118,Pietjan Dusee,110.0,,België,,1
2119,Roeland Van Noten,110.0,,België,,2
2120,Joris Valgaeren,110.0,,België,,1
2121,Gert Terny,110.0,Deurne,België,,3
2122,Mohammed Hassan Madjooni,110.0,,Islamitische Republiek Iran ,,3
2123,Emma Thyssen,109.0,Antwerpen,België,,1
2124,Yves Vandebuerie,110.0,,België,,1
2125,Peter Vandenbempt,110.0,Sint-Jans-Molenbeek,België,,121
2126,Vincent Thirion,110.0,NOISIEL,Frankrijk,,1
2127,Piet De Volder,110.0,Antwerpen,België,,3
2128,Gordon Wilson,110.0,Schaarbeek,België,,85
2129,Vera Cammaer,109.0,Lovenjoel,België,,7
2130,Solveig Buysschaert,110.0,,België,,2
2131,Heike Schmidt,109.0,,Duitsland,,2
2132,Lobke Leirens,109.0,,België,,12
2133,Katrien Van Wassenhove,109.0,,België,,3
2134,Sander Salden,110.0,,België,,17
2135,Jan Fonteyn,110.0,Brussel,België,,4
2136,Serge Ligtenberg,110.0,Den Haag,Nederland,,2
2137,Roel Hendrickx,110.0,,België,,2
2138,Alexander Metselaar,110.0,,België,,1
2139,Ludovic Wystraete,110.0,Brussel,België,,8
2140,Robbie Boi,110.0,,België,,23
2141,Diederik van Remoortere,110.0,,België,,1
2142,Alex Mallems,110.0,Hove,België,,57
2143,Tom Van Gijsegem,110.0,,België,,6
2144,Yves De Bruyckere,110.0,Gentbrugge,België,,4
2145,Kosmas Kosmopoulos,110.0,Sint-Gillis,België,,24
2146,Bhelly Bompolonga,110.0,Brussel,België,,4
2147,Johan Simons,110.0,Gent,Nederland,,133
2148,Pascal Buyse,110.0,Gent,België,,22
2149,Dennis Meyer,110.0,,Nederland,,7
2150,Steve Romanus,110.0,,België,,10
2151,Peter Van Lommel,110.0,,België,,12
2152,Lot Seuntjens,109.0,Antwerpen,België,,31
2153,Joost Declercq,110.0,,België,,1
2154,Charlotte Vanden Eynde,109.0,Gentbrugge,België,,121
2155,Yves Degryse,110.0,,België,,156
2156,Julia Geysels,109.0,,België,,1
2157,Jordi L. Vidal,110.0,Brussel,België,,9
2158,Willem Sluyterman van Loo,110.0,,België,,1
2159,Juan Domínguez,110.0,,Spanje,,5
2160,Muriel Hérault,109.0,Brussel,België,,31
2161,Sven Pichal,110.0,,België,,1
2162,Gert Jochems,110.0,Antwerpen,België,,84
2163,Robbie Hermans,110.0,Hasselt,België,,2
2164,Georges Lavaudant,110.0,VILLEURBANNE,Frankrijk,,4
2165,Willy De Greef,110.0,,België,,19
2166,Theo Van Baarle,110.0,,België,,35
2167,Gennaro Pitisci,110.0,Elsene,België,,14
2168,Marieke Dilles,109.0,,België,,10
2169,Geert Defoort,110.0,Kortrijk,België,,4
2170,Ilse Heip,109.0,Gent,België,,17
2171,Lode Verstraete,110.0,Antwerpen,België,,67
2172,Karel Schoetens,110.0,Berchem,België,,3
2173,Tine Muyldermans,109.0,,België,,1
2174,Chris De Feyter,110.0,Antwerpen,België,,2
2175,Tijs Michiels,110.0,,België,,5
2176,Bernadette Damman,109.0,,België,,11
2177,Virginie Jortay,109.0,Bruxelles,België,,3
2178,Dimitri Leue,110.0,Berchem,België,,127
2179,Jerry Bock,110.0,,Verenigde Staten van Amerika,,4
2180,Joke De Bruyn,109.0,Antwerpen,België,,4
2181,Luc Van De Spiegel,110.0,Antwerpen,België,,1
2182,Bram Smeyers,110.0,Brussel,België,,40
2183,Johan Walgraeve,110.0,,België,,1
2184,Koen Desaeger,110.0,,België,,2
2185,Liza Verhaeghe,109.0,,België,,1
2186,Martin Walser,110.0,,Groot-Brittannië,,7
2187,Pol Arias,110.0,Elsene,België,,11
2188,Dominique Wiche,109.0,Antwerpen,België,,7
2189,Lotte Vaes,109.0,Brussel,België,,23
2190,Ivo Kuyl,110.0,Brussel,België,,40
2191,Tom Bruwier,110.0,,België,,23
2192,Sien Eggers,109.0,Laken,België,,155
2193,Inge Brauns,109.0,,België,,1
2194,Alexandre Pauly,110.0,Bruxelles,België,,6
2195,Ineke Lievens,109.0,Gent,België,,10
2196,Katrien Vancouillie,109.0,,België,,1
2197,Serge Delay,110.0,,België,,4
2198,Lisa Buytaert,109.0,Gent,België,,20
2199,Sabine Lijssens,109.0,Edegem,België,,3
2200,Anke Herzog,109.0,Brussel,België,,1
2201,Sigrid Vinks,109.0,Elsene,België,,110
2202,Ingrid Meerschaert,109.0,,België,,4
2203,Jef Hoogmartens,110.0,,België,,3
2204,Astrid Stockman,109.0,,België,,15
2205,Raven Ruëll,110.0,Brussel,België,,110
2206,Lief Frans,109.0,,België,,1
2207,Erika Stroeykens,109.0,,België,,2
2208,Tine Buyse,109.0,Brussel,België,,4
2209,Luc Philips,110.0,Zoersel,België,,117
2210,Jo De Backer,110.0,Schaarbeek,België,,32
2211,Raymond Van Impe,110.0,,België,,1
2212,Elhadji Abdourahmane Ndiaye,110.0,,Senegal,,1
2213,Lies Ferny,109.0,,België,,2
2214,Jef Demedts,110.0,Zwijnaarde,België,,133
2215,Irina Sels,109.0,PARIS,Frankrijk,,1
2216,Piet Depauw,110.0,,België,,1
2217,Jozef Frucek,110.0,St-Joost-ten-Node,België,,9
2218,Guy Cassiers,110.0,Rotterdam,Nederland,,249
2219,Kim Ceysens,109.0,Dilbeek,België,,8
2220,Didier Ediho,110.0,,Democratische Republiek Congo,,2
2221,Karolina Wolkowiecka,109.0,Lubbeek,België,,24
2222,Jan Bultinck,110.0,,België,,3
2223,Samantha van Wissen,109.0,Brussel,België,,95
2224,Heidi Van Haverbeke,109.0,OOSTENDE,België,,1
2225,Walter Moeremans,110.0,LOCHRISTI,België,,138
2226,Rebecca Rosseel,109.0,Beveren,België,,3
2227,Griet Spanhove,109.0,Zerkegem,België,,1
2228,Marie-Francoise Plissart,109.0,Elsene,België,,1
2229,Omuz Omuza Baila,110.0,,België,,1
2230,Michel Tabachnik,110.0,,Zwitserland,,1
2231,Muriël Oversteyns,109.0,,België,,1
2232,Koen Demeyere,110.0,,België,,64
2233,Peter Verhelst,110.0,Nazareth,België,,150
2234,Saïd Gharbi,110.0,,België,,27
2235,Bert Van Elst,110.0,Turnhout,België,,12
2236,Gerd De Ley,110.0,Deurne,België,,215
2237,Martin Desloovere,110.0,Mariakerke,België,,6
2238,Anne Provoost,109.0,Borgerhout,België,,3
2239,Myrthe Holemans,109.0,,België,,2
2240,Benoit Dugardyn,110.0,,België,,1
2241,Mark Willems,110.0,Gent,België,,108
2242,Frans De Meyer,110.0,,België,,145
2243,Hartwig Dobbertin,110.0,BERCHEM,België,,161
2244,Karlheinz Stockhausen,110.0,,Duitsland,,9
2245,Iep Fourier,110.0,,België,,3
2246,Anton Segers,110.0,,België,,43
2247,Vera Mantero,109.0,LISBOA,Portugal,,11
2248,Roos Janssens,109.0,Antwerpen,België,,3
2249,Bernard Van Eeghem,110.0,Laken,België,,141
2250,Meg Stuart,109.0,,België,,210
2251,Tiny Bertels,109.0,Antwerpen,België,,24
2252,René Bekkers,110.0,Amsterdam,Nederland,,1
2253,Claude Schmitz,110.0,,België,,9
2254,Jan Mergaert,110.0,,België,,3
2255,Pierre Laville,110.0,ST.CLOUD,Frankrijk,,2
2256,Laure Roymans,109.0,,België,,1
2257,Nico Boon,110.0,Brussel,België,,38
2258,Pieter Van Keymeulen,110.0,,België,,1
2259,Jelle Verlinden,110.0,,België,,1
2260,Nathalie Vandael,109.0,Antwerpen,België,,24
2261,Frank D'haene,110.0,Waregem,België,,1
2262,Mario Geldof,110.0,,België,,2
2263,Pam Emmerik,109.0,,Nederland,,4
2264,Mathijs Scheepers,110.0,Deurne,België,,61
2265,Gerrit Timmers,110.0,,België,,5
2266,Jozefien Van Beek,109.0,Heverlee,België,,2
2267,Jess Voeten,109.0,,België,,1
2268,Leen Lacroix,109.0,Bachte-Maria-Leerne,België,,1
2269,Pieter T'Jonck,110.0,Leuven,België,,3
2270,Serge Adriaensen,110.0,Brasschaat,België,,63
2271,Anabel Schellekens,109.0,Leefdaal,België,,56
2272,Steven Van Nuffelen,110.0,,België,,3
2273,E.T.A. Hofmann,110.0,,Duitsland,,1
2274,Riet Daelman,109.0,,België,,1
2275,Ruben Hendrickx,110.0,,België,,2
2276,Dirk Lekenne,110.0,,België,,1
2277,Ivo van Hove,110.0,Antwerpen,België,,84
2278,Mariet Vandenbos,109.0,Hasselt,België,,1
2279,Saar Vandenberghe,109.0,Leuven,België,,11
2280,Zouzou Leyens,110.0,,België,,4
2281,Elke Herremans,109.0,,België,,3
2282,Mats Van Herreweghe,110.0,,België,,9
2283,Anja Geuns,109.0,Borgerhout,België,,1
2284,Said Henareh,110.0,,België,,8
2285,Karen Van de Veken,109.0,,België,,1
2286,Nicky Aerts,109.0,Gent,België,,18
2287,Vania D'Angelo,109.0,,België,,4
2288,Peter Van Lierde,110.0,,België,,2
2289,Guido De Craene,110.0,Pellenberg,België,,68
2290,Sandrine André,109.0,Antwerpen,België,,30
2291,Jacob Schoolmeesters,110.0,,België,,4
2292,Jan Martens,110.0,Antwerpen,België,,40
2293,Norman Baert,110.0,Asse,België,,7
2294,Frank Olbrechts,110.0,,België,,3
2295,Caroline D'Haese,109.0,Erpe-Mere,België,,15
2296,Nathalie Dervaux,109.0,Ledeberg (Gent),België,,10
2297,Daniel Kramer,110.0,,Verenigde Staten van Amerika,,2
2298,Demis  Volpi,110.0,,Argentinië,,2
2299,Piet Rebel,110.0,,België,,8
2300,Mira Helmer,109.0,Brussel,België,,15
2301,Hilde Heijnen,109.0,Lokeren,België,,51
2302,Ariane van Vliet,109.0,,België,,91
2303,Ernst Maréchal,110.0,Borsbeek,België,,7
2304,Tanja Wentzel,109.0,Jette,België,,2
2305,Ille Geldhof,109.0,Wetteren,België,,24
2306,Wouter Hendrickx,110.0,,België,,57
2307,Nephtalie Van der Borght,109.0,,België,,1
2308,Johan De Paepe,110.0,Lier,België,,64
2309,Elena Van Leuven,109.0,,België,,1
2310,Aimé Anthoni,110.0,Middelburg,Nederland,,162
2311,Marleen Merckx,109.0,Antwerpen,België,,42
2312,Oukje den Hollander,109.0,,Nederland,,1
2313,Mathieu Charles,110.0,,België,,2
2314,Romy Heyman,110.0,,België,,1
2315,Rose Calmeyn,109.0,Beveren-Leie,België,,21
2316,Steven Van Gils,110.0,,België,,5
2317,Talitha De Decker,109.0,,België,,6
2318,Thierry De Mey,110.0,,België,,82
2319,Ingrid Van Eycken,109.0,Leefdaal,België,,2
2320,Vassilij V. Sigarjov,110.0,,Federatie van Rusland,,1
2321,Guido De Bruyn,110.0,Affligem,België,,8
2322,Marleen Hereygers,109.0,,België,,1
2323,Martine De Kok,109.0,Antwerpen,België,,16
2324,David Belasco,110.0,,Verenigde Staten van Amerika,,6
2325,Paul van Laak,110.0,,België,,1
2326,Max Schnur,110.0,Antwerpen,België,,51
2327,Marjan Loman,109.0,Sint-Maria-Oudenhove,België,,5
2328,Anna Maes,109.0,,België,,2
2329,Nele Venken,109.0,,België,,2
2330,Flo van Genechten,109.0,,België,,2
